date,commodity,open,high,low,close,volume,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,volatility_63d_ann,sma_21,sma_63,bollinger_upper,bollinger_lower,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,momentum_21d,term_spread
2014-01-30,Steel_HRC,637.0251,640.1644,634.637,637.9603,891,0.01364,-0.010128,,0.252565,,,614.86021,,676.801933,552.918486,,69.68471,8.733466,8.653878,0.050218,,6.901314
2014-01-31,Steel_HRC,642.537,648.6311,640.2556,642.2915,1484,0.006766,-0.007613,0.07074,0.257093,0.288515,,616.949071,,679.518438,554.379705,,69.80906,8.440674,8.61092,0.022493,0.073303,-3.24158
2014-02-03,Steel_HRC,651.3956,658.9247,644.8923,652.7209,452,0.016107,0.006691,0.127821,0.28706,0.241985,,620.678571,,681.918844,559.438299,,70.007534,8.822087,8.653404,0.022884,0.13635,-4.201422
2014-02-04,Steel_HRC,669.1847,675.3577,664.363,670.8979,1004,0.027467,0.035267,0.152341,0.338747,0.252649,,625.19291,,686.606812,563.779007,,74.481088,10.263805,8.977013,0.017333,0.164558,0.082675
2014-02-05,Steel_HRC,674.1251,676.2192,668.1316,675.3428,715,0.006603,0.070584,0.153635,0.135843,0.252563,,629.772852,,691.114836,568.430869,,73.673155,11.573198,9.498219,0.018381,0.166065,5.604521
2014-02-06,Steel_HRC,686.6814,691.5347,685.3585,686.6194,3690,0.01656,0.073504,0.176192,0.136775,0.249652,,635.054676,,695.941652,574.1677,,71.819685,13.248669,10.250583,0.065427,0.192666,4.013249
2014-02-07,Steel_HRC,684.3894,685.978,680.9706,684.6936,519,-0.002809,0.063929,0.164192,0.181385,0.252611,,639.991671,,699.267614,580.715729,,68.493443,14.26278,11.054967,0.057932,0.17844,-4.776128
2014-02-10,Steel_HRC,665.7296,669.4864,659.9531,664.0865,1694,-0.030559,0.017263,0.123771,0.350897,0.285197,,643.673186,,698.503975,588.842397,,51.844869,13.413769,11.527642,0.024243,0.131757,-9.339067
2014-02-11,Steel_HRC,670.0031,671.9245,664.4081,670.3262,4234,0.009352,-0.000853,0.126676,0.291297,0.285445,,647.471081,,697.709812,597.23235,,52.807735,13.045149,11.831614,0.035014,0.135049,-3.002289
2014-02-12,Steel_HRC,674.6114,678.7941,670.9016,675.5366,2569,0.007743,0.000287,0.118351,0.293073,0.283205,,651.06159,,697.743444,604.379737,,63.602784,12.984406,12.062458,0.073443,0.125639,-4.921813
2014-02-13,Steel_HRC,675.6113,681.7583,670.4372,676.1044,2801,0.00084,-0.015433,0.12197,0.256243,0.282126,,654.758433,,695.917438,613.599429,,62.895532,12.828053,12.215729,0.059791,0.12972,0.755691
2014-02-14,Steel_HRC,685.408,694.0492,681.6102,687.2761,679,0.016389,0.003765,0.123458,0.291387,0.282777,,658.559429,,695.940499,621.178358,,65.936155,13.379843,12.448736,0.070038,0.131402,9.568986
2014-02-17,Steel_HRC,697.0946,698.9609,690.2986,695.5232,6425,0.011928,0.046252,0.101865,0.090895,0.26555,,661.767081,,699.748654,623.785508,,68.469354,14.267271,12.812674,0.065575,0.107235,2.56954
2014-02-18,Steel_HRC,678.1105,684.4536,671.9085,676.9919,3406,-0.027005,0.009895,0.059136,0.272794,0.284109,,663.618224,,700.533125,626.703323,,68.364067,13.416611,12.933523,0.009083,0.06092,-7.24541
2014-02-19,Steel_HRC,665.2896,669.1007,661.8605,665.5064,532,-0.017111,-0.014959,0.009115,0.295803,0.269832,,663.905786,,700.778948,627.032623,,60.383353,11.737098,12.69414,-0.014565,0.009157,-4.330318
2014-02-20,Steel_HRC,663.1176,664.6006,660.3811,663.0089,1411,-0.00376,-0.019559,-0.000218,0.293845,0.269529,,663.898914,,700.77272,627.025109,,57.918781,10.100394,12.175223,-0.034387,-0.000218,8.734663
2014-02-21,Steel_HRC,677.1149,678.63,669.2105,675.5903,2777,0.018798,-0.017149,0.047182,0.304634,0.255842,,665.381562,,701.467115,629.296009,,58.59986,9.653983,11.670844,-0.013295,0.048313,4.436267
2014-02-24,Steel_HRC,689.7898,693.4635,684.5809,690.3755,5995,0.021649,-0.007429,0.06458,0.341137,0.264511,,667.437529,,704.087777,630.78728,,57.51613,10.314994,11.399618,0.039587,0.066711,1.009751
2014-02-25,Steel_HRC,700.7652,707.2089,694.6727,699.3539,1853,0.012921,0.032498,0.075698,0.261414,0.266633,,669.865419,,707.937538,631.7933,,58.952317,11.397309,11.399156,0.043304,0.078637,5.890227
2014-02-26,Steel_HRC,687.226,694.1215,682.1752,688.956,3448,-0.01498,0.034629,0.061828,0.249449,0.273951,,671.83239,,709.347962,634.316819,,50.876926,11.319313,11.383185,0.019865,0.063779,-4.668962
2014-02-27,Steel_HRC,676.4658,678.1334,673.0816,676.4021,1152,-0.01839,0.019999,0.072151,0.304483,0.260945,,674.074495,,706.152286,641.996705,,47.118103,10.166301,11.139782,0.00044,0.074818,-17.831129
2014-02-28,Steel_HRC,664.0723,667.5403,657.5675,665.6342,271,-0.016047,-0.014847,0.042464,0.298216,0.266523,,675.3923,,703.232766,647.551834,,50.577432,8.319383,10.575654,-0.031489,0.043379,-6.422534
2014-03-03,Steel_HRC,668.5328,674.1249,662.5122,668.1884,2649,0.00383,-0.032665,0.039528,0.222853,0.266058,,676.625486,,700.288771,652.9622,,49.179852,6.974902,9.855455,-0.039301,0.04032,-3.739002
2014-03-04,Steel_HRC,674.5375,679.1755,673.3943,675.2257,5916,0.010477,-0.03511,0.033897,0.209696,0.262962,,677.697143,,698.702705,656.691581,,49.882375,6.386107,9.161548,-0.002609,0.034478,-4.782575
2014-03-05,Steel_HRC,686.6152,692.3304,685.0446,687.015,515,0.017309,-0.002821,0.023739,0.253265,0.252526,,678.464624,,699.604119,657.325128,,53.804822,6.765133,8.682244,0.032319,0.024023,-2.91108
2014-03-06,Steel_HRC,689.1009,691.8931,687.507,690.9381,10388,0.005694,0.021263,0.02283,0.198203,0.252297,,679.207257,,700.972604,657.44191,,51.345038,7.289057,8.403597,0.042125,0.023092,-9.325187
2014-03-07,Steel_HRC,691.5822,694.3857,687.9298,693.5864,5097,0.003826,0.041136,0.010096,0.091423,0.246241,,679.539019,,701.980766,657.097272,,49.258108,7.821955,8.287265,0.026638,0.010147,-1.080665
2014-03-10,Steel_HRC,685.7182,688.7659,678.947,684.6696,2655,-0.012939,0.024366,-3.5e-05,0.178388,0.250412,,679.537876,,701.978523,657.097229,,53.174789,7.454905,8.120789,-0.008265,-3.5e-05,-12.677002
2014-03-11,Steel_HRC,699.7107,703.8931,696.6923,701.135,1780,0.023764,0.037653,0.054288,0.223834,0.237248,,681.30209,,704.454811,658.149369,,64.149945,8.367623,8.170157,0.002547,0.055789,6.839992
2014-03-12,Steel_HRC,716.7694,718.4034,709.1238,714.7404,2460,0.019219,0.039563,0.064155,0.229431,0.243182,,683.417052,,710.190018,656.644087,,68.879489,10.050685,8.546268,0.037425,0.066258,-2.840495
2014-03-13,Steel_HRC,737.5144,742.3284,735.8717,737.8147,1860,0.031773,0.065642,0.088185,0.282182,0.262499,,686.382676,,721.868638,650.896714,,71.093389,13.06102,9.449229,0.090793,0.092191,-4.176373
2014-03-14,Steel_HRC,738.8848,746.2564,736.6294,738.2663,1640,0.000612,0.062429,0.087957,0.28968,0.262537,,689.342767,,731.05255,647.632983,,67.981914,15.305065,10.620407,0.109117,0.091941,-2.698833
2014-03-17,Steel_HRC,741.0986,746.9963,737.3416,740.2011,1454,0.002617,0.077986,0.074186,0.215115,0.258781,,691.863005,,739.080471,644.645539,,66.193758,17.039843,11.904303,0.107773,0.077007,-1.487589
2014-03-18,Steel_HRC,737.0123,738.142,731.2715,735.7704,2751,-0.006004,0.048218,0.056254,0.245567,0.258906,,693.779538,,744.739861,642.819215,,69.481162,17.855748,13.094599,0.089666,0.057866,-3.63438
2014-03-19,Steel_HRC,740.8783,742.554,737.3518,741.0795,2498,0.00719,0.036189,0.090449,0.230397,0.235553,,696.831329,,751.135385,642.527273,,78.641587,18.708744,14.217434,0.078695,0.094665,-1.056842
2014-03-20,Steel_HRC,731.3201,734.9072,726.1572,731.8582,2149,-0.012521,-0.008106,0.095039,0.122604,0.230783,,699.990938,,754.361219,645.620657,,79.733768,18.436865,15.061323,0.059224,0.099701,6.42997
2014-03-21,Steel_HRC,731.5242,735.4584,724.5186,730.5417,4151,-0.0018,-0.010518,0.096998,0.121022,0.229995,,703.206786,,756.365303,650.048268,,78.310521,17.909588,15.630978,0.053281,0.101858,4.698364
2014-03-24,Steel_HRC,735.499,737.5095,731.4134,735.5454,2231,0.006826,-0.00631,0.085025,0.134323,0.224365,,706.06179,,759.430477,652.693104,,77.902457,17.686979,16.042179,0.074307,0.088745,-9.660716
2014-03-25,Steel_HRC,715.4423,717.1419,708.1201,714.8953,1429,-0.028476,-0.028782,0.0349,0.238583,0.241368,,707.2294,,760.228315,654.230485,,61.91964,15.679737,15.96969,0.019626,0.035517,-15.125958
2014-03-26,Steel_HRC,724.9045,728.7717,721.1384,724.8942,594,0.01389,-0.022082,0.035869,0.264788,0.241959,,708.445605,,761.856062,655.035148,,63.800275,14.718682,15.719488,0.014206,0.03652,-0.101201
2014-03-27,Steel_HRC,715.6021,721.5379,708.5244,717.5371,1157,-0.010201,-0.019762,0.040647,0.260797,0.238346,,709.80661,,762.58406,657.029159,,59.3751,13.215943,15.218779,-0.027483,0.041485,-7.806568
2014-03-28,Steel_HRC,708.8503,716.3042,704.1631,710.8322,3526,-0.009388,-0.02735,0.049649,0.262411,0.230588,,711.446138,,761.955618,660.936658,,60.42137,11.357259,14.446474,-0.03716,0.050902,2.691403
2014-03-31,Steel_HRC,739.272,744.8572,734.8341,738.9366,1928,0.038776,0.0046,0.104472,0.412076,0.252589,,714.936729,668.396413,762.174766,667.698691,1.479612,63.77983,11.997208,13.956621,-0.001708,0.110124,7.851867
2014-04-01,Steel_HRC,752.1876,756.4118,745.5122,752.1907,2388,0.017778,0.050854,0.11842,0.326057,0.256385,0.267398,718.936838,670.837132,763.710926,674.162751,1.695928,63.686825,13.411852,13.847667,0.022317,0.125716,-1.231566
2014-04-02,Steel_HRC,726.3929,730.0097,721.5701,724.2563,460,-0.037845,-0.00088,0.070098,0.465793,0.296415,0.265342,721.271629,673.215781,761.338451,681.204806,1.090322,45.214849,12.152634,13.50866,-0.022701,0.072614,-9.160622
2014-04-03,Steel_HRC,750.5939,752.3943,745.2465,750.0731,3008,0.035025,0.044346,0.087815,0.512762,0.312835,0.272638,724.274395,675.97731,762.987212,685.561579,1.606687,53.534191,13.075074,13.421943,0.024889,0.091786,-2.333132
2014-04-04,Steel_HRC,741.5343,743.723,738.0562,742.517,2580,-0.010125,0.043609,0.071996,0.514439,0.316647,0.274124,726.730533,678.570214,763.029872,690.431194,1.415738,50.670661,13.049061,13.347366,0.016392,0.074651,-4.132141
2014-04-07,Steel_HRC,718.2345,722.7586,716.9155,717.6429,4142,-0.034074,-0.02924,0.034096,0.506218,0.342231,0.283841,727.876081,680.823259,761.176843,694.575319,0.84716,45.306225,10.905436,12.85898,-0.024339,0.034684,-17.295725
2014-04-08,Steel_HRC,728.14,729.5894,722.1413,726.1994,1481,0.011853,-0.035165,0.058888,0.490293,0.339705,0.284108,729.85369,683.127746,756.681233,703.026148,1.027811,46.210801,9.781128,12.243409,0.015812,0.060657,2.971694
2014-04-09,Steel_HRC,714.9427,720.9347,707.8589,712.8499,1115,-0.018554,-0.015874,0.01657,0.429245,0.338434,0.287206,730.411543,685.12894,755.135684,705.687402,0.689463,45.259234,7.728378,11.340403,-0.016615,0.016708,3.254641
2014-04-10,Steel_HRC,719.0039,724.3705,716.2218,719.7423,8199,0.009622,-0.041277,0.006974,0.307416,0.333445,0.287426,730.649729,687.179287,754.830185,706.469272,0.844325,47.379461,6.579711,10.388265,0.003073,0.006998,-4.931178
2014-04-11,Steel_HRC,738.29,742.7,731.924,737.3274,4288,0.024139,-0.007014,-0.000661,0.381581,0.325325,0.289349,730.626524,689.35693,754.779021,706.474027,1.281632,50.40753,7.002464,9.711104,0.037273,-0.00066,-3.273689
2014-04-14,Steel_HRC,749.5148,750.431,742.1345,747.278,869,0.013405,0.040465,0.012133,0.252526,0.328645,0.289784,731.055652,691.718951,756.082653,706.028652,1.531443,57.78674,8.044923,9.377868,0.011288,0.012207,-1.397444
2014-04-15,Steel_HRC,750.292,758.8004,745.9383,752.1994,2771,0.006564,0.035177,0.01608,0.250347,0.329237,0.288933,731.627,694.016478,758.04032,705.21368,1.642204,56.730146,9.161268,9.334548,1.2e-05,0.01621,-3.017751
2014-04-16,Steel_HRC,760.4445,764.8779,753.6785,762.2596,1286,0.013286,0.067016,0.035369,0.105399,0.331016,0.283133,732.88839,696.145003,762.472483,703.304298,1.865655,60.878184,10.731615,9.613962,0.052472,0.036002,-7.068031
2014-04-17,Steel_HRC,746.711,752.7925,741.7425,746.831,2429,-0.020448,0.036946,0.007731,0.266474,0.338974,0.285792,733.162271,697.870608,763.168336,703.156207,1.390418,58.399779,10.612074,9.813584,-0.004322,0.007761,-14.050905
2014-04-18,Steel_HRC,738.8553,745.5815,737.6157,739.9254,1545,-0.00929,0.003517,0.010963,0.238283,0.337608,0.279942,733.546424,699.147716,763.68862,703.404228,1.156602,50.256053,9.847928,9.820453,-0.00349,0.011023,-12.958431
2014-04-21,Steel_HRC,758.2642,761.2127,752.8686,756.869,1150,0.022641,0.012753,0.035404,0.275424,0.346002,0.282936,734.800105,700.635268,766.56382,703.03639,1.575719,51.188744,10.485511,9.953465,0.05466,0.036038,-0.381317
2014-04-22,Steel_HRC,767.5274,773.914,763.2403,765.8271,1311,0.011766,0.017955,0.040344,0.282583,0.347347,0.27658,736.24209,702.561814,770.776483,701.707698,1.763175,61.690418,11.57858,10.278488,0.054569,0.041169,-0.580877
2014-04-23,Steel_HRC,781.6763,785.8303,776.6028,780.1913,1352,0.018583,0.023252,0.087403,0.296206,0.333432,0.278378,739.351424,704.672784,777.393352,701.309495,2.070193,59.052878,13.446565,10.912103,0.094468,0.091336,7.681785
2014-04-24,Steel_HRC,788.4505,794.2691,784.413,789.2385,833,0.011529,0.05523,0.085043,0.195316,0.332664,0.278892,742.415438,706.908821,785.586027,699.244849,2.208376,63.918705,15.477167,11.825116,0.096557,0.088764,4.829287
2014-04-25,Steel_HRC,772.9375,778.8604,765.2302,774.1635,643,-0.019285,0.045234,0.075958,0.262291,0.338995,0.28236,745.111933,708.916978,788.826493,701.397373,1.742502,67.881965,15.691099,12.598313,0.049959,0.078918,-6.03092
2014-04-28,Steel_HRC,771.5674,776.861,769.9476,772.8549,615,-0.001692,0.020901,0.083655,0.238661,0.336313,0.275171,748.065395,711.195343,790.41207,705.718721,1.671652,65.470346,15.575618,13.193774,0.034227,0.087254,-3.405649
2014-04-29,Steel_HRC,757.178,759.1699,755.2342,758.1532,1999,-0.019206,-0.010071,0.025673,0.27514,0.320332,0.277962,748.980471,713.103167,791.32914,706.631803,1.246641,64.888463,14.136513,13.382322,0.007915,0.026006,-11.154224
2014-04-30,Steel_HRC,737.7121,744.7614,736.3544,739.2799,1990,-0.025209,-0.053863,-0.017313,0.242292,0.326884,0.283383,748.365671,714.642665,790.893089,705.838253,0.701446,55.952114,11.344349,12.974727,-0.030147,-0.017164,-7.908387
2014-05-01,Steel_HRC,724.2962,730.056,720.9246,724.3247,5623,-0.020437,-0.085829,9.4e-05,0.142758,0.307001,0.285528,748.368929,715.779233,790.888601,705.849256,0.249614,45.974229,7.835958,11.946973,-0.030136,9.4e-05,-7.270479
2014-05-02,Steel_HRC,731.1099,738.2794,723.1682,729.9789,2287,0.007776,-0.058767,-0.027155,0.223743,0.281268,0.280971,747.412062,716.717027,790.668678,704.155446,0.392458,44.497633,5.448474,10.647273,-0.013443,-0.02679,-3.405639
2014-05-05,Steel_HRC,735.5381,740.6499,733.0821,734.204,1693,0.005771,-0.051304,-0.011259,0.249659,0.280368,0.280913,747.016205,717.651332,790.611789,703.420621,0.494977,44.250693,3.852549,9.288328,-0.029946,-0.011196,0.280726
2014-05-06,Steel_HRC,744.0143,747.9829,739.4985,743.03,4833,0.01195,-0.020149,0.034764,0.275929,0.255201,0.280047,748.225114,718.546738,789.758914,706.691314,0.734085,43.807546,3.261661,8.082995,-0.029768,0.035376,-1.322641
2014-05-07,Steel_HRC,734.2494,738.9047,731.6243,734.5135,1651,-0.011528,-0.006468,0.011384,0.221498,0.256279,0.281102,748.621024,719.33753,789.42511,707.816937,0.458124,45.84862,2.082785,6.882953,-0.058547,0.011449,-11.543301
2014-05-08,Steel_HRC,745.0293,746.7727,743.919,745.5502,2307,0.014914,0.028883,0.044852,0.16364,0.251028,0.27492,750.178181,720.630605,787.604922,712.75144,0.766303,51.844373,2.015113,5.909385,-0.055355,0.045873,-2.930728
2014-05-09,Steel_HRC,752.1318,758.5669,750.41,753.0235,1520,0.009974,0.031081,0.045203,0.166058,0.251163,0.274992,751.763,721.94326,786.49861,717.02739,0.967551,48.655562,2.534822,5.234472,-0.027307,0.04624,0.793248
2014-05-12,Steel_HRC,745.1159,750.4603,737.2262,743.862,841,-0.012241,0.013069,0.008824,0.211982,0.242504,0.276153,752.074171,723.02779,786.381077,717.767266,0.657627,42.331612,2.182804,4.624138,-0.037514,0.008863,-5.246735
2014-05-13,Steel_HRC,743.0869,747.9922,741.526,745.0514,1130,0.001598,0.002717,-0.002984,0.195347,0.237945,0.276149,751.968143,724.122187,786.350984,717.585302,0.67035,36.489196,1.976948,4.0947,-0.017281,-0.00298,-10.552667
2014-05-14,Steel_HRC,751.8388,756.9574,748.1548,749.8344,643,0.006399,0.020644,-0.003149,0.164594,0.237887,0.274685,751.855524,725.115176,786.250674,717.460374,0.796758,34.33604,2.174448,3.71065,0.014277,-0.003144,1.232209
2014-05-15,Steel_HRC,754.902,755.8976,750.3804,752.9114,3200,0.004095,0.009825,-0.01234,0.135233,0.233435,0.273908,751.410371,726.0261,785.480418,717.340325,0.867706,40.661004,2.549719,3.478464,0.039467,-0.012264,1.946391
2014-05-16,Steel_HRC,751.8237,755.6276,750.4177,751.3127,1349,-0.002126,-0.002274,0.005983,0.116002,0.222149,0.267928,751.623786,727.205795,785.629441,717.618131,0.790433,40.557597,2.687209,3.320213,0.029225,0.006001,-5.192045
2014-05-19,Steel_HRC,761.5454,765.1353,760.3834,761.7997,4067,0.013862,0.023828,0.029134,0.095042,0.224045,0.266267,752.665419,728.73426,786.505735,718.825103,1.111058,51.659659,3.600461,3.376262,0.037586,0.029563,-4.835126
2014-05-20,Steel_HRC,744.0083,749.8149,740.0254,743.0722,1314,-0.02489,-0.00266,-0.018397,0.234452,0.227705,0.271475,752.008429,730.005106,786.041149,717.975708,0.45697,51.728312,2.781683,3.257346,5.7e-05,-0.018229,-10.626098
2014-05-21,Steel_HRC,738.4263,742.9189,733.9276,737.1562,914,-0.007993,-0.017053,-0.038157,0.229866,0.224143,0.269944,750.643148,730.982343,784.64791,716.638385,0.222523,56.37293,1.636759,2.933229,0.003598,-0.037438,-6.427401
2014-05-22,Steel_HRC,717.8407,721.234,710.6504,717.7293,2031,-0.026707,-0.047855,-0.083447,0.267446,0.227094,0.272502,747.668767,731.41653,781.745333,713.592201,-0.501186,44.64824,-0.828029,2.180977,-0.037316,-0.08006,-11.768969
2014-05-23,Steel_HRC,721.6876,726.7231,715.4322,721.1901,1712,0.00481,-0.040919,-0.090166,0.283652,0.22246,0.271494,744.428367,731.763137,774.623183,714.23355,-0.39111,44.276097,-2.473709,1.25004,-0.042274,-0.08622,0.701325
2014-05-26,Steel_HRC,711.6628,716.7659,705.8447,711.4879,2550,-0.013544,-0.068325,-0.084425,0.205394,0.218438,0.271177,741.443814,732.120786,771.684424,711.203205,-0.775569,36.232951,-4.508568,0.098318,-0.043522,-0.080959,-14.331896
2014-05-27,Steel_HRC,693.9547,700.073,690.5154,695.1079,6164,-0.023291,-0.066726,-0.106024,0.200135,0.228136,0.272738,737.741576,732.417703,770.741561,704.741591,-1.431101,33.905571,-7.357702,-1.392886,-0.067034,-0.100597,-6.768035
2014-05-28,Steel_HRC,699.3065,704.8892,694.8279,699.4168,2028,0.00618,-0.052553,-0.080639,0.244408,0.225217,0.270896,734.944605,732.953935,770.53355,699.355659,-1.341465,30.062009,-9.162438,-2.946796,-0.067238,-0.077473,-3.726901
2014-05-29,Steel_HRC,684.4278,689.8099,677.1899,683.8666,2039,-0.022484,-0.04833,-0.077914,0.228069,0.222136,0.274778,732.305876,733.202795,774.202922,690.40883,-2.020609,22.06213,-11.712122,-4.699861,-0.091704,-0.074956,-12.400774
2014-05-30,Steel_HRC,690.9309,698.0314,687.0639,691.933,2021,0.011726,-0.041414,-0.045751,0.258923,0.219547,0.274976,730.763414,733.46799,776.135475,685.391354,-1.740703,28.834553,-12.93294,-6.346477,-0.079035,-0.04472,2.826075
2014-06-02,Steel_HRC,699.7902,706.5584,695.6914,701.3028,3554,0.013451,-0.014419,-0.040076,0.293039,0.223631,0.274118,729.397886,733.694781,776.559891,682.235881,-1.37972,33.283481,-12.994751,-7.676132,-0.079413,-0.039283,0.518448
2014-06-03,Steel_HRC,703.4073,707.8179,698.2858,701.8652,749,0.000802,0.009674,-0.045046,0.2306,0.222139,0.273903,727.857943,733.868227,776.450995,679.26489,-1.379744,31.059875,-12.85023,-8.710951,-0.055455,-0.044046,-1.60382
2014-06-04,Steel_HRC,737.2678,744.3989,730.4909,735.4094,3812,0.046686,0.050181,-0.010309,0.396907,0.275976,0.289166,727.495057,734.532084,775.724698,679.265416,0.038794,44.429698,-9.915188,-8.951799,-0.00237,-0.010256,8.318802
2014-06-05,Steel_HRC,712.2775,717.9125,709.1224,710.5962,2425,-0.034323,0.038341,-0.033104,0.461639,0.29789,0.296407,726.356138,734.943617,775.017343,677.694933,-1.110851,38.709651,-9.481705,-9.05778,-0.009938,-0.032562,-3.121012
2014-06-06,Steel_HRC,696.0785,699.62,692.3075,695.528,1044,-0.021433,0.005182,-0.069451,0.50157,0.299144,0.295827,723.974129,734.854617,773.5773,674.370957,-1.782051,32.078723,-10.235846,-9.293393,-0.035583,-0.067094,-9.495176
2014-06-09,Steel_HRC,695.6698,703.4729,691.6029,697.5507,2436,0.002904,-0.005365,-0.076521,0.490593,0.296177,0.293279,721.332567,734.581765,770.343116,672.322017,-1.651383,36.467392,-10.548715,-9.544458,-0.019589,-0.073667,-3.847042
2014-06-10,Steel_HRC,677.8241,684.1613,671.6505,676.9745,1130,-0.029942,-0.036108,-0.094222,0.530147,0.308732,0.291742,718.147448,733.616048,769.63956,666.655336,-2.403742,33.543613,-12.314794,-10.098525,-0.026087,-0.089919,-21.307873
2014-06-11,Steel_HRC,683.1188,686.8216,679.8268,684.1168,3141,0.010495,-0.072299,-0.085325,0.318194,0.312457,0.292683,715.2458,732.756532,767.235491,663.256109,-1.996255,40.146863,-12.988449,-10.67651,-0.021875,-0.081786,-2.030306
2014-06-12,Steel_HRC,673.3105,676.7065,671.3639,673.7816,2515,-0.015223,-0.053198,-0.106946,0.268013,0.312312,0.293907,711.624238,731.702254,764.087784,659.160692,-2.275775,36.64112,-14.19258,-11.379724,-0.014747,-0.101426,-14.968327
2014-06-13,Steel_HRC,664.2148,668.4361,662.293,665.967,6914,-0.011666,-0.043431,-0.122707,0.251706,0.311241,0.294478,707.484029,730.594263,759.985655,654.982402,-2.415348,37.035094,-15.59756,-12.223291,-0.037527,-0.115478,-0.75065
2014-06-16,Steel_HRC,657.6177,659.1749,656.5541,657.8682,855,-0.012236,-0.058571,-0.132817,0.229779,0.311689,0.294689,703.03429,729.273449,755.773419,650.295162,-2.528203,38.868593,-17.166563,-13.211945,-0.061934,-0.124375,4.08102
2014-06-17,Steel_HRC,656.9935,662.1568,650.6229,658.8544,2011,0.001498,-0.027131,-0.145181,0.174385,0.304459,0.293966,698.132133,728.114659,746.91925,649.345017,-2.339815,37.629673,-18.12154,-14.193864,-0.061281,-0.135134,-8.739089
2014-06-18,Steel_HRC,667.0146,673.0735,660.4453,666.3415,1345,0.0113,-0.026326,-0.108991,0.179045,0.303343,0.295108,694.47829,727.095608,740.546906,648.409675,-1.985173,44.37892,-18.066017,-14.968295,-0.093918,-0.103261,2.283057
